metric,metric_group,metric_direction,model,budget_start,budget_end,budget_start_tokens,budget_end_tokens,paired_seed_count,mean_delta,std_delta,standard_error_delta,ci95_low_delta,ci95_high_delta,median_delta,min_delta,max_delta,mean_relative_percent,median_relative_percent,directional_improvement_seed_count,directional_worsening_seed_count,unchanged_seed_count,exact_sign_flip_p_value_for_delta
activated_parameters_per_token,efficiency,descriptive_only,moe_220m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
activated_parameters_per_token,efficiency,descriptive_only,moe_220m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
activated_parameters_per_token,efficiency,descriptive_only,mla_moe_220m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
activated_parameters_per_token,efficiency,descriptive_only,mla_moe_220m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
activated_parameters_per_token,efficiency,descriptive_only,mla_moe_220m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
activated_parameters_per_token,efficiency,descriptive_only,v3_routing_220m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
activated_parameters_per_token,efficiency,descriptive_only,v3_routing_220m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
activated_parameters_per_token,efficiency,descriptive_only,v3_routing_220m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
active_end_to_end_tokens_per_second,efficiency,descriptive_only,dense_121m,10m,25m,10000000,25000000,10,105.7334490629119,27.430896247127798,8.674411040068886,86.11056799606054,125.35633012976326,99.84074010832023,70.64039376748724,166.55504013402924,2.6487612088631067,2.4991833512086954,,,0,0.001953125
active_end_to_end_tokens_per_second,efficiency,descriptive_only,dense_121m,25m,50m,25000000,50000000,10,42.57702909612467,11.91076360665641,3.7665141668876116,34.05658209493444,51.097476097314896,42.59571263883936,21.572382438609566,62.69275940899843,1.0386052952137632,1.0405994988448162,,,0,0.001953125
active_end_to_end_tokens_per_second,efficiency,descriptive_only,dense_121m,10m,50m,10000000,50000000,10,148.31047815903656,20.83801328668469,6.589558389877485,133.40386144807522,163.2170948699979,144.21198275027996,122.12385033949568,200.1735031023095,3.713581828222408,3.607836867238955,,,0,0.001953125
active_end_to_end_tokens_per_second,efficiency,descriptive_only,mla_121m,10m,25m,10000000,25000000,10,81.71999439415526,26.952396584131165,8.523096160599652,62.43941136572452,101.00057742258602,81.4508757608769,43.59400622892963,126.49478225689336,2.3386973191686042,2.3263312530721185,,,0,0.001953125
active_end_to_end_tokens_per_second,efficiency,descriptive_only,mla_121m,25m,50m,25000000,50000000,10,32.788651780782814,19.620271539684236,6.204474637638091,18.753155038204987,46.82414852336064,29.474002720228555,4.543094152212689,70.21957324849473,0.9180449841056559,0.8225875079463041,,,0,0.001953125
active_end_to_end_tokens_per_second,efficiency,descriptive_only,mla_121m,10m,50m,10000000,50000000,10,114.50864617493808,13.857071099903562,4.3819906374589905,104.59589466734626,124.4213976825299,115.48738744735056,89.31777710298093,134.1833274451733,3.2748494876780505,3.2970152709273375,,,0,0.001953125
active_end_to_end_tokens_per_second,efficiency,descriptive_only,mtp_121m,10m,25m,10000000,25000000,10,67.15185806287892,20.98858655183798,6.637173837138771,52.13752772683833,82.1661883989195,64.45020632537035,33.9129898672395,101.8559976753595,1.93045359359919,1.8477944832365663,,,0,0.001953125
active_end_to_end_tokens_per_second,efficiency,descriptive_only,mtp_121m,25m,50m,25000000,50000000,10,42.098571356696084,20.51773189906993,6.488276522175297,27.421070148213026,56.77607256517914,39.19492886016087,12.071958740914852,70.47975030317912,1.1884198995353636,1.1031345398092718,,,0,0.001953125
active_end_to_end_tokens_per_second,efficiency,descriptive_only,mtp_121m,10m,50m,10000000,50000000,10,109.250429419575,13.672477544000055,4.32361702965452,99.4697281869931,119.0311306521569,108.0026350622777,83.131687380308,125.81356838459305,3.139319771437251,3.0978572761768044,,,0,0.001953125
active_end_to_end_tokens_per_second,efficiency,descriptive_only,moe_220m,10m,25m,10000000,25000000,10,46.55566418904277,18.5416372724947,5.863380532975535,33.29177591849607,59.819552459589474,44.258304615943416,19.428535291538992,79.84185016337096,2.230329719228491,2.1138882772660095,,,0,0.001953125
active_end_to_end_tokens_per_second,efficiency,descriptive_only,moe_220m,25m,50m,25000000,50000000,10,22.943675085590076,15.68535291676236,4.960144112053454,11.723049554280799,34.164300616899354,22.19120612057054,-1.0566455946286624,58.30667601402274,1.0741598817270959,1.0362584055593693,,,0,0.00390625
active_end_to_end_tokens_per_second,efficiency,descriptive_only,moe_220m,10m,50m,10000000,50000000,10,69.49933927463285,21.279181079066202,6.729067895300871,54.27713013670753,84.72154841255816,67.655686816963,32.37364678835047,102.11695665131174,3.32704239288048,3.2267551536448638,,,0,0.001953125
active_end_to_end_tokens_per_second,efficiency,descriptive_only,mla_moe_220m,10m,25m,10000000,25000000,10,45.197082498001166,14.928771407095391,4.720892031441822,34.51768277454818,55.876482221454154,49.55261360656698,15.702470512890386,64.28935341294596,2.3132274510334736,2.529084164473984,,,0,0.001953125
active_end_to_end_tokens_per_second,efficiency,descriptive_only,mla_moe_220m,25m,50m,25000000,50000000,10,22.14448892052335,16.102636077805066,5.092100633866433,10.625356998224456,33.66362084282225,21.59826610194341,1.899804582374827,54.10020429851738,1.1089094350375717,1.0768394996162947,,,0,0.001953125
active_end_to_end_tokens_per_second,efficiency,descriptive_only,mla_moe_220m,10m,50m,10000000,50000000,10,67.34157141852452,15.47544970617952,4.89376688869108,56.2711015984873,78.41204123856174,67.750603276721,41.472214054726464,88.37070550473663,3.444964960717808,3.4595661939203826,,,0,0.001953125
active_end_to_end_tokens_per_second,efficiency,descriptive_only,v3_routing_220m,10m,25m,10000000,25000000,10,79.05608703730229,114.35101126226358,36.16096483323189,-2.7456985718183233,160.8578726464229,44.168071337980564,20.50732668345745,401.5969401292648,4.176090017763503,2.1120979722200928,,,0,0.001953125
active_end_to_end_tokens_per_second,efficiency,descriptive_only,v3_routing_220m,25m,50m,25000000,50000000,10,24.05698881637636,14.220550646244792,4.496932962391291,13.884219705136836,34.229757927615886,22.284611195846992,1.3799176660349985,50.35345383186541,1.126178587023361,1.0411276464408665,,,0,0.001953125
active_end_to_end_tokens_per_second,efficiency,descriptive_only,v3_routing_220m,10m,50m,10000000,50000000,10,103.11307585367865,121.63086335097339,38.4630561961776,16.10359777858622,190.12255392877108,61.362828209785675,43.41889224707711,445.1104372608154,5.368255481352519,2.92284513904331,,,0,0.001953125
evaluation_peak_memory_bytes,efficiency,descriptive_only,dense_121m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
evaluation_peak_memory_bytes,efficiency,descriptive_only,dense_121m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
evaluation_peak_memory_bytes,efficiency,descriptive_only,dense_121m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
evaluation_peak_memory_bytes,efficiency,descriptive_only,mla_121m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
evaluation_peak_memory_bytes,efficiency,descriptive_only,mla_121m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
evaluation_peak_memory_bytes,efficiency,descriptive_only,mla_121m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
evaluation_peak_memory_bytes,efficiency,descriptive_only,mtp_121m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
evaluation_peak_memory_bytes,efficiency,descriptive_only,mtp_121m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
evaluation_peak_memory_bytes,efficiency,descriptive_only,mtp_121m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
evaluation_peak_memory_bytes,efficiency,descriptive_only,moe_220m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
evaluation_peak_memory_bytes,efficiency,descriptive_only,moe_220m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
evaluation_peak_memory_bytes,efficiency,descriptive_only,moe_220m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
evaluation_peak_memory_bytes,efficiency,descriptive_only,mla_moe_220m,10m,25m,10000000,25000000,10,432537.6,1022865.5988474733,323458.50325901154,-299176.3699968533,1164251.5699968534,0.0,0.0,3145728.0,0.010571690284935464,0.0,,,8,0.5
evaluation_peak_memory_bytes,efficiency,descriptive_only,mla_moe_220m,25m,50m,25000000,50000000,10,-432537.6,1022865.5988474733,323458.50325901154,-1164251.5699968534,299176.3699968533,0.0,-3145728.0,0.0,-0.010564950419607054,0.0,,,8,0.5
evaluation_peak_memory_bytes,efficiency,descriptive_only,mla_moe_220m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
evaluation_peak_memory_bytes,efficiency,descriptive_only,v3_routing_220m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
evaluation_peak_memory_bytes,efficiency,descriptive_only,v3_routing_220m,25m,50m,25000000,50000000,10,487936.0,1542989.1123919184,487936.0,-615851.9173591884,1591723.9173591884,0.0,0.0,4879360.0,0.012870841978609012,0.0,,,9,1.0
evaluation_peak_memory_bytes,efficiency,descriptive_only,v3_routing_220m,10m,50m,10000000,50000000,10,487936.0,1542989.1123919184,487936.0,-615851.9173591884,1591723.9173591884,0.0,0.0,4879360.0,0.012870841978609012,0.0,,,9,1.0
expert_bias_mean,routing,descriptive_only,dense_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
expert_bias_mean,routing,descriptive_only,dense_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
expert_bias_mean,routing,descriptive_only,dense_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
expert_bias_mean,routing,descriptive_only,mla_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
expert_bias_mean,routing,descriptive_only,mla_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
expert_bias_mean,routing,descriptive_only,mla_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
expert_bias_mean,routing,descriptive_only,mtp_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
expert_bias_mean,routing,descriptive_only,mtp_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
expert_bias_mean,routing,descriptive_only,mtp_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
expert_bias_mean,routing,descriptive_only,moe_220m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
expert_bias_mean,routing,descriptive_only,moe_220m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
expert_bias_mean,routing,descriptive_only,moe_220m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
expert_bias_mean,routing,descriptive_only,mla_moe_220m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
expert_bias_mean,routing,descriptive_only,mla_moe_220m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
expert_bias_mean,routing,descriptive_only,mla_moe_220m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
expert_bias_mean,routing,descriptive_only,v3_routing_220m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
expert_bias_mean,routing,descriptive_only,v3_routing_220m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
expert_bias_mean,routing,descriptive_only,v3_routing_220m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
expert_bias_std,routing,lower_is_better,dense_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,0,0,0,
expert_bias_std,routing,lower_is_better,dense_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,0,0,0,
expert_bias_std,routing,lower_is_better,dense_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,0,0,0,
expert_bias_std,routing,lower_is_better,mla_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,0,0,0,
expert_bias_std,routing,lower_is_better,mla_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,0,0,0,
expert_bias_std,routing,lower_is_better,mla_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,0,0,0,
expert_bias_std,routing,lower_is_better,mtp_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,0,0,0,
expert_bias_std,routing,lower_is_better,mtp_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,0,0,0,
expert_bias_std,routing,lower_is_better,mtp_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,0,0,0,
expert_bias_std,routing,lower_is_better,moe_220m,10m,25m,10000000,25000000,0,,,,,,,,,,,0,0,0,
expert_bias_std,routing,lower_is_better,moe_220m,25m,50m,25000000,50000000,0,,,,,,,,,,,0,0,0,
expert_bias_std,routing,lower_is_better,moe_220m,10m,50m,10000000,50000000,0,,,,,,,,,,,0,0,0,
expert_bias_std,routing,lower_is_better,mla_moe_220m,10m,25m,10000000,25000000,0,,,,,,,,,,,0,0,0,
expert_bias_std,routing,lower_is_better,mla_moe_220m,25m,50m,25000000,50000000,0,,,,,,,,,,,0,0,0,
expert_bias_std,routing,lower_is_better,mla_moe_220m,10m,50m,10000000,50000000,0,,,,,,,,,,,0,0,0,
expert_bias_std,routing,lower_is_better,v3_routing_220m,10m,25m,10000000,25000000,0,,,,,,,,,,,0,0,0,
expert_bias_std,routing,lower_is_better,v3_routing_220m,25m,50m,25000000,50000000,0,,,,,,,,,,,0,0,0,
expert_bias_std,routing,lower_is_better,v3_routing_220m,10m,50m,10000000,50000000,0,,,,,,,,,,,0,0,0,
final_aux_loss,optimization,descriptive_only,dense_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
final_aux_loss,optimization,descriptive_only,dense_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
final_aux_loss,optimization,descriptive_only,dense_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
final_aux_loss,optimization,descriptive_only,mla_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
final_aux_loss,optimization,descriptive_only,mla_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
final_aux_loss,optimization,descriptive_only,mla_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
final_aux_loss,optimization,descriptive_only,mtp_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
final_aux_loss,optimization,descriptive_only,mtp_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
final_aux_loss,optimization,descriptive_only,mtp_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
final_aux_loss,optimization,descriptive_only,moe_220m,10m,25m,10000000,25000000,10,-0.00020583271980285646,0.0010335052249736754,0.00032682304846015485,-0.0009451578198258418,0.000533492380220129,-0.00017645210027694702,-0.002032756805419922,0.0011170953512191772,-0.16478301603050885,-0.14480180781697755,,,0,0.537109375
final_aux_loss,optimization,descriptive_only,moe_220m,25m,50m,25000000,50000000,10,-0.000684259831905365,0.0005127765908894446,0.0001621541958026991,-0.001051078107408946,-0.000317441556401784,-0.0006446056067943573,-0.001386299729347229,2.5384128093719482e-05,-0.5603746430736609,-0.5301260133896419,,,0,0.00390625
final_aux_loss,optimization,descriptive_only,moe_220m,10m,50m,10000000,50000000,10,-0.0008900925517082214,0.0007395103480850638,0.00023385370532127392,-0.0014191063862342623,-0.00036107871718218053,-0.0008210577070713043,-0.002354063093662262,-7.353723049163818e-06,-0.7265881960123114,-0.6741958979389489,,,0,0.001953125
final_aux_loss,optimization,descriptive_only,mla_moe_220m,10m,25m,10000000,25000000,10,-0.0003111615777015686,0.0009530475198793097,0.000301380088119322,-0.0009929307027482042,0.0003706075473450669,-0.00037981942296028137,-0.0018540248274803162,0.0014936551451683044,-0.25247842988764474,-0.3107594997396323,,,0,0.3203125
final_aux_loss,optimization,descriptive_only,mla_moe_220m,25m,50m,25000000,50000000,10,-0.0004920266568660736,0.0006404511504760445,0.00020252843655795325,-0.0009501778102843821,-3.3875503447765136e-05,-0.0003579333424568176,-0.001882016658782959,0.0004119873046875,-0.4018089589201973,-0.29368641702642173,,,0,0.021484375
final_aux_loss,optimization,descriptive_only,mla_moe_220m,10m,50m,10000000,50000000,10,-0.0008031882345676423,0.0004773017188136402,0.00015093605625643439,-0.0011446293153440125,-0.00046174715379127196,-0.0008199438452720642,-0.001906365156173706,-0.00016973167657852173,-0.6565415454794143,-0.6724294753574824,,,0,0.001953125
final_aux_loss,optimization,descriptive_only,v3_routing_220m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
final_aux_loss,optimization,descriptive_only,v3_routing_220m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
final_aux_loss,optimization,descriptive_only,v3_routing_220m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
lm_loss,optimization,lower_is_better,dense_121m,10m,25m,10000000,25000000,10,-0.40115723609924314,0.285728175483406,0.09035518262118451,-0.6055548596565261,-0.19675961254196023,-0.3302581310272217,-0.8791885375976562,-0.07039785385131836,-7.876486983914087,-6.68424522277431,10,0,0,0.001953125
lm_loss,optimization,lower_is_better,dense_121m,25m,50m,25000000,50000000,10,-0.07854948043823243,0.29995186183930794,0.09485310718203556,-0.2931221162583132,0.1360231553818483,0.02425837516784668,-0.5998306274414062,0.19620275497436523,-1.5245716561981053,0.501157739137466,5,5,0,0.4453125
lm_loss,optimization,lower_is_better,dense_121m,10m,50m,10000000,50000000,10,-0.4797067165374756,0.2561082648234371,0.08098854444356424,-0.6629155324504515,-0.29649790062449966,-0.5113763809204102,-0.8019728660583496,-0.07795143127441406,-9.478863830020149,-9.949987060840709,10,0,0,0.001953125
lm_loss,optimization,lower_is_better,mla_121m,10m,25m,10000000,25000000,10,-0.36679930686950685,0.29856026891080617,0.09441304685905062,-0.5803764570779091,-0.1532221566611046,-0.23419499397277832,-0.8639578819274902,-0.06110811233520508,-7.122299802373206,-4.7834330235366735,10,0,0,0.001953125
lm_loss,optimization,lower_is_better,mla_121m,25m,50m,25000000,50000000,10,-0.08061552047729492,0.2773688202279243,0.08771172238340243,-0.27903322152325805,0.11780218056866823,0.01372385025024414,-0.5933480262756348,0.22402000427246094,-1.5748185847937841,0.2884073881757133,4,6,0,0.41796875
lm_loss,optimization,lower_is_better,mla_121m,10m,50m,10000000,50000000,10,-0.44741482734680177,0.27241141208166225,0.08614405228007631,-0.6422862122397108,-0.2525434424538927,-0.43412208557128906,-0.790217399597168,-0.04786825180053711,-8.753528384671105,-8.436653755978043,10,0,0,0.001953125
lm_loss,optimization,lower_is_better,mtp_121m,10m,25m,10000000,25000000,10,-0.3858012676239014,0.27639014925622035,0.08740223944835496,-0.5835188696316008,-0.18808366561620196,-0.3013947010040283,-0.8090767860412598,-0.0047359466552734375,-7.599364527621633,-5.975598461168378,10,0,0,0.001953125
lm_loss,optimization,lower_is_better,mtp_121m,25m,50m,25000000,50000000,10,-0.08793158531188965,0.280639069064009,0.08874586586715665,-0.28868868144692933,0.11282551082315002,-0.030515432357788086,-0.5840559005737305,0.20483970642089844,-1.7587351985891135,-0.68334829890005,5,5,0,0.390625
lm_loss,optimization,lower_is_better,mtp_121m,10m,50m,10000000,50000000,10,-0.47373285293579104,0.24450774666903563,0.07732013850296007,-0.6486431580743877,-0.2988225477971944,-0.4679684638977051,-0.8117837905883789,-0.17215585708618164,-9.403906560191697,-9.11268522810275,10,0,0,0.001953125
lm_loss,optimization,lower_is_better,moe_220m,10m,25m,10000000,25000000,10,-0.3335846424102783,0.27686109762741196,0.08755116639968615,-0.5316391405876567,-0.13553014423289986,-0.2488408088684082,-0.8063163757324219,-0.030098915100097656,-6.609744780834459,-5.001635325295636,10,0,0,0.001953125
lm_loss,optimization,lower_is_better,moe_220m,25m,50m,25000000,50000000,10,-0.11161646842956544,0.28933519783145917,0.09149582324028217,-0.31859440033345343,0.09536146347432256,-0.01979970932006836,-0.6290621757507324,0.18402433395385742,-2.2595460473230196,-0.4624810434391311,5,5,0,0.3125
lm_loss,optimization,lower_is_better,moe_220m,10m,50m,10000000,50000000,10,-0.44520111083984376,0.2613259338649291,0.08263851626837046,-0.6321424223346259,-0.2582597993450616,-0.4448564052581787,-0.7526211738586426,-0.07219314575195312,-8.894084031122643,-8.817096013549582,10,0,0,0.001953125
lm_loss,optimization,lower_is_better,mla_moe_220m,10m,25m,10000000,25000000,10,-0.34836544990539553,0.28780394482209315,0.09101159852192381,-0.5542479893942729,-0.14248291041651814,-0.26577091217041016,-0.8272156715393066,0.0009813308715820312,-6.847342312420875,-5.354930614289256,9,1,0,0.00390625
lm_loss,optimization,lower_is_better,mla_moe_220m,25m,50m,25000000,50000000,10,-0.10174641609191895,0.2876725838679046,0.09097005854083892,-0.307534985615045,0.10404215343120712,-0.03241324424743652,-0.6280651092529297,0.22451353073120117,-2.010879449356235,-0.7298249902615229,5,5,0,0.3203125
lm_loss,optimization,lower_is_better,mla_moe_220m,10m,50m,10000000,50000000,10,-0.45011186599731445,0.2233440904547182,0.07062760277755811,-0.6098826035077931,-0.2903411284868358,-0.4642918109893799,-0.7608203887939453,-0.11146926879882812,-8.936033531691288,-9.055391103482773,10,0,0,0.001953125
lm_loss,optimization,lower_is_better,v3_routing_220m,10m,25m,10000000,25000000,10,-0.35933842658996584,0.28694615676511526,0.09074034212094977,-0.5646073414684405,-0.15406951171149125,-0.2861816883087158,-0.8675122261047363,-0.05429363250732422,-7.112325408198338,-5.7044652619465275,10,0,0,0.001953125
lm_loss,optimization,lower_is_better,v3_routing_220m,25m,50m,25000000,50000000,10,-0.08298869132995605,0.2726077485454203,0.08620613932139816,-0.2780005268681047,0.11202314420819263,-0.05855512619018555,-0.5611371994018555,0.1926741600036621,-1.6530747042981766,-1.2785682863873837,6,4,0,0.396484375
lm_loss,optimization,lower_is_better,v3_routing_220m,10m,50m,10000000,50000000,10,-0.44232711791992185,0.2393285214509844,0.07568232368255767,-0.6135324285313019,-0.27112180730854185,-0.44027042388916016,-0.7733669281005859,-0.1268305778503418,-8.836267476609066,-8.689376929580664,10,0,0,0.001953125
mean_aux_loss,routing,lower_is_better,dense_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,0,0,0,
mean_aux_loss,routing,lower_is_better,dense_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,0,0,0,
mean_aux_loss,routing,lower_is_better,dense_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,0,0,0,
mean_aux_loss,routing,lower_is_better,mla_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,0,0,0,
mean_aux_loss,routing,lower_is_better,mla_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,0,0,0,
mean_aux_loss,routing,lower_is_better,mla_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,0,0,0,
mean_aux_loss,routing,lower_is_better,mtp_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,0,0,0,
mean_aux_loss,routing,lower_is_better,mtp_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,0,0,0,
mean_aux_loss,routing,lower_is_better,mtp_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,0,0,0,
mean_aux_loss,routing,lower_is_better,moe_220m,10m,25m,10000000,25000000,10,-2.2183348785520357e-05,8.415446634110128e-06,2.661197889138564e-06,-2.8203396651906366e-05,-1.6163300919134348e-05,-2.0008740289822677e-05,-3.611820224259758e-05,-6.119069148140949e-06,-0.22051429574448217,-0.19898029421940955,10,0,0,0.001953125
mean_aux_loss,routing,lower_is_better,moe_220m,25m,50m,25000000,50000000,10,-5.781803382664575e-06,1.1671270277089892e-05,3.6907797263028573e-06,-1.413092717661982e-05,2.567320411290669e-06,-7.874860851661385e-06,-1.697471375126068e-05,1.6595610645478084e-05,-0.0575462009683325,-0.07853090346117819,7,3,0,0.154296875
mean_aux_loss,routing,lower_is_better,moe_220m,10m,50m,10000000,50000000,10,-2.796515216818493e-05,8.818697358130393e-06,2.7887169647401647e-06,-3.427366822482921e-05,-2.165663611154065e-05,-2.875364767786128e-05,-4.104481453870608e-05,-1.3438602284214854e-05,-0.2779912231654509,-0.2859682226050427,10,0,0,0.001953125
