metric,metric_group,metric_direction,model,seed_count_with_complete_budget_trend,is_primary_trend_metric,mean_10m,mean_25m,mean_50m,std_10m,std_25m,std_50m,mean_delta_25m_minus_10m,mean_delta_50m_minus_25m,mean_delta_50m_minus_10m,ci95_low_delta_50m_minus_10m,ci95_high_delta_50m_minus_10m,mean_slope_per_log10_token,std_slope_per_log10_token,ci95_low_slope_per_log10_token,ci95_high_slope_per_log10_token,median_slope_per_log10_token,exact_sign_flip_p_value_for_slope,exact_sign_flip_p_value_for_50m_minus_10m_delta,directional_improvement_50m_vs_10m_seed_count,directional_worsening_50m_vs_10m_seed_count
lm_loss,optimization,lower_is_better,moe_220m,10,False,4.722819375991821,4.3765092372894285,4.2113728523254395,0.2504335533383084,0.1485909329183886,0.288432589174756,-0.3463101387023926,-0.16513638496398925,-0.5114465236663819,-0.7912484654327067,-0.2316445819000571,-0.7389587002728192,0.5472988163951866,-1.1304726882007847,-0.3474447123448536,-0.8881714075567146,0.0078125,0.0078125,8,2
lm_loss,optimization,lower_is_better,mla_moe_220m,10,False,5.019723129272461,4.677081298828125,4.460247945785523,0.21725992512354636,0.15952450661154802,0.27361763103984194,-0.34264183044433594,-0.21683335304260254,-0.5594751834869385,-0.8190835787132009,-0.29986678826067603,-0.8035972657239381,0.5064254662887646,-1.1658722203838574,-0.44132231106401876,-0.8682533544881245,0.0078125,0.0078125,8,2
lm_loss,optimization,lower_is_better,v3_routing_220m,10,False,4.750471210479736,4.367259359359741,4.231369972229004,0.2544398591797431,0.14061415353877937,0.28072694864281195,-0.3832118511199951,-0.1358893871307373,-0.5191012382507324,-0.7972817374987293,-0.24092073900273553,-0.7541862752631997,0.5487470873177667,-1.1467362937973231,-0.3616362567290762,-0.8110423857113918,0.0078125,0.0078125,8,2
mean_aux_loss,routing,lower_is_better,dense_121m,0,False,,,,,,,,,,,,,,,,,,,0,0
mean_aux_loss,routing,lower_is_better,mla_121m,0,False,,,,,,,,,,,,,,,,,,,0,0
mean_aux_loss,routing,lower_is_better,mtp_121m,0,False,,,,,,,,,,,,,,,,,,,0,0
mean_aux_loss,routing,lower_is_better,moe_220m,10,False,0.010389953549019993,0.010307318212774893,0.010265883640386164,8.334296178535907e-05,5.247282455425368e-05,3.6713269420925815e-05,-8.263533624509965e-05,-4.1434572388728344e-05,-0.000124069908633828,-0.00016265003746154116,-8.54897798061148e-05,-0.00017908060218812787,8.073969911116622e-05,-0.00023683830353183336,-0.00012132290084442236,-0.0001770012051029511,0.001953125,0.001953125,10,0
mean_aux_loss,routing,lower_is_better,mla_moe_220m,10,False,0.010337446327321231,0.010252311631726723,0.010221591428853571,5.5687136263825355e-05,4.369441892142911e-05,3.1350200103819565e-05,-8.513469559450932e-05,-3.072020287315062e-05,-0.00011585489846765995,-0.0001561243417837075,-7.55854551516124e-05,-0.00016827053355781277,8.250467591397444e-05,-0.00022729082324625323,-0.00010925024386937231,-0.00016396988725789365,0.001953125,0.001953125,10,0
mean_aux_loss,routing,lower_is_better,v3_routing_220m,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
mean_expert_load_variance,routing,lower_is_better,dense_121m,0,False,,,,,,,,,,,,,,,,,,,0,0
mean_expert_load_variance,routing,lower_is_better,mla_121m,0,False,,,,,,,,,,,,,,,,,,,0,0
mean_expert_load_variance,routing,lower_is_better,mtp_121m,0,False,,,,,,,,,,,,,,,,,,,0,0
mean_expert_load_variance,routing,lower_is_better,moe_220m,10,False,0.00040125879895640536,0.0003982570409789332,0.00040426022436198156,5.722859744183616e-05,5.472214358384865e-05,5.0082711996822014e-05,-3.001757977472158e-06,6.0031833830483604e-06,3.0014254055762025e-06,-2.5588220809719995e-05,3.15910716208724e-05,3.6751168352871983e-06,5.764449267654395e-05,-3.7561269091010984e-05,4.4911502761585386e-05,2.1058558304212683e-05,0.8515625,0.826171875,4,6
mean_expert_load_variance,routing,lower_is_better,mla_moe_220m,10,False,0.00039777060022364215,0.0003583268950327086,0.00040841764742557035,4.982925130661799e-05,4.0146794763346136e-05,6.340002601484952e-05,-3.9443705190933536e-05,5.009075239286176e-05,1.0647047201928223e-05,-3.8267028234219844e-05,5.9561122638076284e-05,9.253205603905067e-06,9.653558986226561e-05,-5.9804195274271754e-05,7.831060648208188e-05,-2.868413355410392e-06,0.76171875,0.640625,6,4
mean_expert_load_variance,routing,lower_is_better,v3_routing_220m,10,False,0.0007319380942741796,0.0006668577589152846,0.0006579402361239772,0.00010036342628440009,9.948793603617185e-05,4.9061364243878064e-05,-6.508033535889504e-05,-8.91752279130741e-06,-7.399785815020245e-05,-0.00013882025715321642,-9.175459147188483e-06,-0.00010888278151703642,0.00013188900996634112,-0.00020323049561570618,-1.4535067418366675e-05,-0.00014039651457713973,0.0390625,0.041015625,7,3
mean_router_probability,routing,descriptive_only,dense_121m,0,False,,,,,,,,,,,,,,,,,,,,
mean_router_probability,routing,descriptive_only,mla_121m,0,False,,,,,,,,,,,,,,,,,,,,
mean_router_probability,routing,descriptive_only,mtp_121m,0,False,,,,,,,,,,,,,,,,,,,,
mean_router_probability,routing,descriptive_only,moe_220m,0,False,,,,,,,,,,,,,,,,,,,,
mean_router_probability,routing,descriptive_only,mla_moe_220m,0,False,,,,,,,,,,,,,,,,,,,,
mean_router_probability,routing,descriptive_only,v3_routing_220m,0,False,,,,,,,,,,,,,,,,,,,,
mean_routing_entropy,routing,descriptive_only,dense_121m,0,False,,,,,,,,,,,,,,,,,,,,
mean_routing_entropy,routing,descriptive_only,mla_121m,0,False,,,,,,,,,,,,,,,,,,,,
mean_routing_entropy,routing,descriptive_only,mtp_121m,0,False,,,,,,,,,,,,,,,,,,,,
mean_routing_entropy,routing,descriptive_only,moe_220m,10,False,1.5630598594745,1.7550135105848312,1.9509497255086898,0.02642208496802707,0.02078579844504898,0.016578181750649203,0.1919536511103312,0.19593621492385863,0.3878898660341898,0.3722250703428808,0.40355466172549875,0.551150034797092,0.03186016424464598,0.5283586462799013,0.5739414233142828,0.5501497481258918,0.001953125,0.001953125,,
mean_routing_entropy,routing,descriptive_only,mla_moe_220m,10,False,1.652640163898468,1.7702756837010383,1.971263547738393,0.03413036743708281,0.027328239504335144,0.021187284774858817,0.11763551980257034,0.20098786403735475,0.3186233838399251,0.2974103488297866,0.3398364188500636,0.4474685580008716,0.04245102210373669,0.4171009261742183,0.4778361898275249,0.446509191398374,0.001953125,0.001953125,,
mean_routing_entropy,routing,descriptive_only,v3_routing_220m,10,False,1.4237377991278968,1.683987632393837,1.9157896627982456,0.030026834515334486,0.02239244333386626,0.028988600369714755,0.26024983326594037,0.23180203040440878,0.49205186367034914,0.4551560950721073,0.528947632268591,0.701353991628499,0.07370727897760436,0.6486269805928968,0.7540810026641012,0.6847120257993684,0.001953125,0.001953125,,
mtp_loss,mtp,descriptive_only,dense_121m,0,False,,,,,,,,,,,,,,,,,,,,
mtp_loss,mtp,descriptive_only,mla_121m,0,False,,,,,,,,,,,,,,,,,,,,
mtp_loss,mtp,descriptive_only,mtp_121m,10,False,5.5087169170379635,5.260944175720215,5.14024248123169,0.2620544563024291,0.16097645377422032,0.26070703591751765,-0.247772741317749,-0.12070169448852539,-0.3684744358062744,-0.6275150033447593,-0.10943386826778956,-0.5321597315240821,0.512520368671892,-0.8987947166948784,-0.1655247463532859,-0.6654492658094321,0.017578125,0.01953125,,
mtp_loss,mtp,descriptive_only,moe_220m,0,False,,,,,,,,,,,,,,,,,,,,
mtp_loss,mtp,descriptive_only,mla_moe_220m,0,False,,,,,,,,,,,,,,,,,,,,
mtp_loss,mtp,descriptive_only,v3_routing_220m,0,False,,,,,,,,,,,,,,,,,,,,
mtp_loss_weight,mtp,descriptive_only,dense_121m,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
mtp_loss_weight,mtp,descriptive_only,mla_121m,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
mtp_loss_weight,mtp,descriptive_only,mtp_121m,10,False,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
mtp_loss_weight,mtp,descriptive_only,moe_220m,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
mtp_loss_weight,mtp,descriptive_only,mla_moe_220m,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
mtp_loss_weight,mtp,descriptive_only,v3_routing_220m,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
mtp_num_future_tokens,mtp,descriptive_only,dense_121m,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
mtp_num_future_tokens,mtp,descriptive_only,mla_121m,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
mtp_num_future_tokens,mtp,descriptive_only,mtp_121m,10,False,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
mtp_num_future_tokens,mtp,descriptive_only,moe_220m,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
mtp_num_future_tokens,mtp,descriptive_only,mla_moe_220m,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
mtp_num_future_tokens,mtp,descriptive_only,v3_routing_220m,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
peak_memory_bytes,efficiency,lower_is_better,dense_121m,10,True,3039483904.0,3039483904.0,3039483904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
peak_memory_bytes,efficiency,lower_is_better,mla_121m,10,True,3507910656.0,3507910656.0,3507910656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
peak_memory_bytes,efficiency,lower_is_better,mtp_121m,10,True,3432570368.0,3432570368.0,3432570368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
peak_memory_bytes,efficiency,lower_is_better,moe_220m,10,True,4608300646.4,4608300646.4,4608300646.4,2735606.8890317637,2735606.8890317637,2735606.8890317637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
peak_memory_bytes,efficiency,lower_is_better,mla_moe_220m,10,True,4937526681.6,4937526681.6,4937526681.6,2025325.0384163691,2025325.0384163691,2025325.0384163691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
peak_memory_bytes,efficiency,lower_is_better,v3_routing_220m,10,True,4617214873.6,4617214873.6,4617214873.6,3348657.2885720166,3348657.2885720166,3348657.2885720166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
requested_tokens_per_activated_parameter,efficiency,descriptive_only,dense_121m,10,False,0.08268193200026247,0.20670483000065615,0.4134096600013123,0.0,0.0,0.0,0.1240228980003937,0.20670483000065615,0.3307277280010499,0.3307277280010499,0.3307277280010499,0.46471974721137543,0.0,0.46471974721137543,0.46471974721137543,0.46471974721137543,0.001953125,0.001953125,,
requested_tokens_per_activated_parameter,efficiency,descriptive_only,mla_121m,10,False,0.07274818187743852,0.1818704546935963,0.3637409093871926,0.0,0.0,0.0,0.10912227281615779,0.1818704546935963,0.2909927275097541,0.2909927275097541,0.2909927275097541,0.40888638998013577,0.0,0.40888638998013577,0.40888638998013577,0.40888638998013577,0.001953125,0.001953125,,
requested_tokens_per_activated_parameter,efficiency,descriptive_only,mtp_121m,10,False,0.07336466063033978,0.18341165157584943,0.36682330315169887,0.0,0.0,0.0,0.11004699094550965,0.18341165157584943,0.2934586425213591,0.2934586425213591,0.2934586425213591,0.4123513531622799,0.0,0.4123513531622799,0.4123513531622799,0.41235135316227994,0.001953125,0.001953125,,
requested_tokens_per_activated_parameter,efficiency,descriptive_only,moe_220m,10,False,0.12724480189714873,0.3181120047428718,0.6362240094857436,0.0,0.0,0.0,0.1908672028457231,0.3181120047428718,0.5089792075885949,0.5089792075885949,0.5089792075885949,0.7151885634628952,0.0,0.7151885634628952,0.7151885634628952,0.7151885634628952,0.001953125,0.001953125,,
requested_tokens_per_activated_parameter,efficiency,descriptive_only,mla_moe_220m,10,False,0.1051483314894522,0.2628708287236305,0.525741657447261,0.0,0.0,0.0,0.1577224972341783,0.2628708287236305,0.4205933259578088,0.4205933259578088,0.4205933259578088,0.590993761845345,0.0,0.590993761845345,0.590993761845345,0.590993761845345,0.001953125,0.001953125,,
requested_tokens_per_activated_parameter,efficiency,descriptive_only,v3_routing_220m,10,False,0.12724480189714873,0.3181120047428718,0.6362240094857436,0.0,0.0,0.0,0.1908672028457231,0.3181120047428718,0.5089792075885949,0.5089792075885949,0.5089792075885949,0.7151885634628952,0.0,0.7151885634628952,0.7151885634628952,0.7151885634628952,0.001953125,0.001953125,,
requested_tokens_per_total_parameter,efficiency,descriptive_only,dense_121m,10,False,0.08268193200026247,0.20670483000065615,0.4134096600013123,0.0,0.0,0.0,0.1240228980003937,0.20670483000065615,0.3307277280010499,0.3307277280010499,0.3307277280010499,0.46471974721137543,0.0,0.46471974721137543,0.46471974721137543,0.46471974721137543,0.001953125,0.001953125,,
requested_tokens_per_total_parameter,efficiency,descriptive_only,mla_121m,10,False,0.07274818187743852,0.1818704546935963,0.3637409093871926,0.0,0.0,0.0,0.10912227281615779,0.1818704546935963,0.2909927275097541,0.2909927275097541,0.2909927275097541,0.40888638998013577,0.0,0.40888638998013577,0.40888638998013577,0.40888638998013577,0.001953125,0.001953125,,
requested_tokens_per_total_parameter,efficiency,descriptive_only,mtp_121m,10,False,0.07336466063033978,0.18341165157584943,0.36682330315169887,0.0,0.0,0.0,0.11004699094550965,0.18341165157584943,0.2934586425213591,0.2934586425213591,0.2934586425213591,0.4123513531622799,0.0,0.4123513531622799,0.4123513531622799,0.41235135316227994,0.001953125,0.001953125,,
requested_tokens_per_total_parameter,efficiency,descriptive_only,moe_220m,10,False,0.045424311033121806,0.11356077758280451,0.22712155516560903,0.0,0.0,0.0,0.06813646654968272,0.11356077758280451,0.18169724413248725,0.18169724413248725,0.18169724413248725,0.25531060813257545,0.0,0.25531060813257545,0.25531060813257545,0.25531060813257545,0.001953125,0.001953125,,
requested_tokens_per_total_parameter,efficiency,descriptive_only,mla_moe_220m,10,False,0.0422544428687481,0.10563610717187025,0.2112722143437405,0.0,0.0,0.0,0.06338166430312214,0.10563610717187025,0.1690177714749924,0.1690177714749924,0.1690177714749924,0.23749413606421035,0.0,0.23749413606421035,0.23749413606421035,0.23749413606421033,0.001953125,0.001953125,,
requested_tokens_per_total_parameter,efficiency,descriptive_only,v3_routing_220m,10,False,0.045424311033121806,0.11356077758280451,0.22712155516560903,0.0,0.0,0.0,0.06813646654968272,0.11356077758280451,0.18169724413248725,0.18169724413248725,0.18169724413248725,0.25531060813257545,0.0,0.25531060813257545,0.25531060813257545,0.25531060813257545,0.001953125,0.001953125,,
requested_tokens_per_trainable_parameter,efficiency,descriptive_only,dense_121m,10,False,0.08268193200026247,0.20670483000065615,0.4134096600013123,0.0,0.0,0.0,0.1240228980003937,0.20670483000065615,0.3307277280010499,0.3307277280010499,0.3307277280010499,0.46471974721137543,0.0,0.46471974721137543,0.46471974721137543,0.46471974721137543,0.001953125,0.001953125,,
requested_tokens_per_trainable_parameter,efficiency,descriptive_only,mla_121m,10,False,0.07274818187743852,0.1818704546935963,0.3637409093871926,0.0,0.0,0.0,0.10912227281615779,0.1818704546935963,0.2909927275097541,0.2909927275097541,0.2909927275097541,0.40888638998013577,0.0,0.40888638998013577,0.40888638998013577,0.40888638998013577,0.001953125,0.001953125,,
requested_tokens_per_trainable_parameter,efficiency,descriptive_only,mtp_121m,10,False,0.07336466063033978,0.18341165157584943,0.36682330315169887,0.0,0.0,0.0,0.11004699094550965,0.18341165157584943,0.2934586425213591,0.2934586425213591,0.2934586425213591,0.4123513531622799,0.0,0.4123513531622799,0.4123513531622799,0.41235135316227994,0.001953125,0.001953125,,
requested_tokens_per_trainable_parameter,efficiency,descriptive_only,moe_220m,10,False,0.045424311033121806,0.11356077758280451,0.22712155516560903,0.0,0.0,0.0,0.06813646654968272,0.11356077758280451,0.18169724413248725,0.18169724413248725,0.18169724413248725,0.25531060813257545,0.0,0.25531060813257545,0.25531060813257545,0.25531060813257545,0.001953125,0.001953125,,
requested_tokens_per_trainable_parameter,efficiency,descriptive_only,mla_moe_220m,10,False,0.0422544428687481,0.10563610717187025,0.2112722143437405,0.0,0.0,0.0,0.06338166430312214,0.10563610717187025,0.1690177714749924,0.1690177714749924,0.1690177714749924,0.23749413606421035,0.0,0.23749413606421035,0.23749413606421035,0.23749413606421033,0.001953125,0.001953125,,
requested_tokens_per_trainable_parameter,efficiency,descriptive_only,v3_routing_220m,10,False,0.045424311033121806,0.11356077758280451,0.22712155516560903,0.0,0.0,0.0,0.06813646654968272,0.11356077758280451,0.18169724413248725,0.18169724413248725,0.18169724413248725,0.25531060813257545,0.0,0.25531060813257545,0.25531060813257545,0.25531060813257545,0.001953125,0.001953125,,
test_loss,quality,lower_is_better,dense_121m,10,True,5.190779603004455,4.729089964548747,4.482242087841034,0.04128053153166978,0.07993809753577513,0.054304120284879326,-0.46168963845570865,-0.2468478767077129,-0.7085375151634216,-0.7656597234645088,-0.6514153068623343,-1.0213488195216998,0.11231147765118256,-1.1016916106772112,-0.9410060283661883,-1.0229542788248358,0.001953125,0.001953125,10,0
test_loss,quality,lower_is_better,mla_121m,10,True,5.481076347351074,5.006257949193318,4.671921211719512,0.06381131477886402,0.07282876885143451,0.07614785010899447,-0.4748183981577555,-0.3343367374738058,-0.8091551356315613,-0.8865681283929082,-0.7317421428702143,-1.1594982157957905,0.15166298752175592,-1.2679913812968773,-1.0510050502947037,-1.161674357206481,0.001953125,0.001953125,10,0
test_loss,quality,lower_is_better,mtp_121m,10,True,5.180456394195557,4.694100833257039,4.456628181934357,0.06278676100362918,0.06870554874277378,0.04344382623969792,-0.48635556093851734,-0.23747265132268244,-0.7238282122611998,-0.7873271793996437,-0.6603292451227558,-1.0453220369712521,0.13087761632749148,-1.1389462436457343,-0.95169783029677,-1.0290516623726422,0.001953125,0.001953125,10,0
test_loss,quality,lower_is_better,moe_220m,10,True,5.135066443443298,4.706359088897705,4.456479136705399,0.06646775966331733,0.07056687298007085,0.04400379208033125,-0.4287073545455932,-0.24987995219230658,-0.6785873067378998,-0.7497498331714535,-0.6074247803043461,-0.9764064777434586,0.14105750985167728,-1.0773129415523288,-0.8755000139345882,-1.0156308966404224,0.001953125,0.001953125,10,0
test_loss,quality,lower_is_better,mla_moe_220m,10,True,5.45039834690094,4.987566539764404,4.640073805809021,0.05388654283074334,0.08660180088363634,0.06611466634740212,-0.46283180713653566,-0.3474927339553833,-0.810324541091919,-0.8622747801457059,-0.758374302038132,-1.159508770922202,0.10443162006037719,-1.234214651532208,-1.084802890312196,-1.183550620527181,0.001953125,0.001953125,10,0
test_loss,quality,lower_is_better,v3_routing_220m,10,True,5.160205749511719,4.710040070215861,4.476264935255051,0.08103312113358005,0.08783415018660952,0.06910239216109255,-0.45016567929585766,-0.2337751349608105,-0.6839408142566682,-0.7703471110974313,-0.5975345174159051,-0.9864846982221451,0.17246612994229285,-1.109859535319278,-0.8631098611250123,-0.983916715261342,0.001953125,0.001953125,10,0
test_perplexity,quality,lower_is_better,dense_121m,10,True,179.74810664053695,113.52134492374853,88.55135869299565,7.567009283266153,9.19704135424558,4.886018666468451,-66.22676171678839,-24.969986230752898,-91.19674794754128,-98.68066660066594,-83.71282929441662,-132.35286041732576,14.985402821267975,-143.07277181400096,-121.63294902065056,-131.57450355684156,0.001953125,0.001953125,10,0
test_perplexity,quality,lower_is_better,mla_121m,10,True,240.5432212933249,149.70252938092366,107.1850250953778,15.239964078304567,10.951700085810216,8.287840412322469,-90.84069191240121,-42.51750428554588,-133.3581961979471,-146.71278842735865,-120.00360396853557,-192.752464843045,27.16095634540976,-212.1822425370102,-173.3226871490798,-195.75654096051136,0.001953125,0.001953125,10,0
test_perplexity,quality,lower_is_better,mtp_121m,10,True,178.07568463494118,109.53646548478298,86.26895919737096,10.982626142063609,7.700479038495244,3.6974721529893833,-68.53921915015819,-23.267506287412008,-91.8067254375702,-101.00806763253297,-82.60538324260742,-133.4837606131654,19.038807833080103,-147.10330327766317,-119.86421794866763,-132.06583461702593,0.001953125,0.001953125,10,0
test_perplexity,quality,lower_is_better,moe_220m,10,True,170.2055313336488,110.89666860929238,86.25870114456316,10.912108740631227,7.820825285403729,3.79898223475014,-59.308862724356416,-24.63796746472921,-83.94683018908563,-93.66769954043522,-74.22596083773604,-121.6139285109779,19.545353557877593,-135.5958321578903,-107.63202486406549,-127.5854264685034,0.001953125,0.001953125,10,0
test_perplexity,quality,lower_is_better,mla_moe_220m,10,True,233.1499140408051,147.06691416029662,103.75762616977545,12.233141060199488,12.445410042941464,6.949842719786618,-86.08299988050848,-43.30928799052116,-129.39228787102965,-138.28521084187219,-120.49936490018712,-186.7500648612169,18.70257040490723,-200.12907775943148,-173.37105196300234,-187.61060461861626,0.001953125,0.001953125,10,0
test_perplexity,quality,lower_is_better,v3_routing_220m,10,True,174.7177162374504,111.44678819092037,88.09387943987994,14.239086076131436,9.940789361254346,6.045608332761115,-63.27092804653004,-23.352908751040427,-86.62383679757046,-98.76247417858626,-74.48519941655466,-125.76420341480309,24.72738202289267,-143.45310691100684,-108.07529991859934,-126.60739283927255,0.001953125,0.001953125,10,0
tokens_per_activated_parameter,efficiency,descriptive_only,dense_121m,10,True,0.08268510698645128,0.20671276746612816,0.41341706830241953,0.0,0.0,0.0,0.12402766047967691,0.20670430083629135,0.33073196131596827,0.33073196131596827,0.33073196131596827,0.464726112808698,0.0,0.464726112808698,0.464726112808698,0.464726112808698,0.001953125,0.001953125,,
tokens_per_activated_parameter,efficiency,descriptive_only,mla_121m,10,True,0.07275097540762261,0.18187743851905652,0.3637474276242888,0.0,0.0,0.0,0.1091264631114339,0.18186998910523228,0.2909964522166662,0.2909964522166662,0.2909964522166662,0.4088919907882033,0.0,0.4088919907882033,0.4088919907882033,0.4088919907882034,0.001953125,0.001953125,,
